record_id,date,customer_segment,acquisition_channel,region,impressions,clicks,media_spend_usd,data_loaded_at,source_system
2026-04-10|Enterprise|Paid Search|North America,2026-04-10,Enterprise,Paid Search,North America,21201,858,5911.88,2026-04-11 12:00:00,Synthetic paid media platform export
2026-04-10|Enterprise|Paid Search|EMEA,2026-04-10,Enterprise,Paid Search,EMEA,15189,597,3788.29,2026-04-11 12:00:00,Synthetic paid media platform export
2026-04-10|Enterprise|Paid Search|APAC,2026-04-10,Enterprise,Paid Search,APAC,13765,519,2696.81,2026-04-11 12:00:00,Synthetic paid media platform export
2026-04-11|SMB|Paid Search|North America,2026-04-11,SMB,Paid Search,North America,32165,1360,5112.99,2026-04-12 12:00:00,Synthetic paid media platform export
2026-04-11|SMB|Paid Search|EMEA,2026-04-11,SMB,Paid Search,EMEA,22049,916,3066.54,2026-04-12 12:00:00,Synthetic paid media platform export
2026-04-11|SMB|Paid Search|APAC,2026-04-11,SMB,Paid Search,APAC,19048,774,2143.03,2026-04-12 12:00:00,Synthetic paid media platform export
2026-04-11|Mid-Market|Paid Search|North America,2026-04-11,Mid-Market,Paid Search,North America,23770,991,4953.85,2026-04-12 12:00:00,Synthetic paid media platform export
2026-04-11|Mid-Market|Paid Search|EMEA,2026-04-11,Mid-Market,Paid Search,EMEA,18677,770,3515.39,2026-04-12 12:00:00,Synthetic paid media platform export
2026-04-11|Mid-Market|Paid Search|APAC,2026-04-11,Mid-Market,Paid Search,APAC,15605,624,2400.36,2026-04-12 12:00:00,Synthetic paid media platform export
2026-04-11|Enterprise|Paid Search|North America,2026-04-11,Enterprise,Paid Search,North America,15137,613,4171.68,2026-04-12 12:00:00,Synthetic paid media platform export
2026-04-11|Enterprise|Paid Search|EMEA,2026-04-11,Enterprise,Paid Search,EMEA,11582,450,2788.24,2026-04-12 12:00:00,Synthetic paid media platform export
2026-04-11|Enterprise|Paid Search|APAC,2026-04-11,Enterprise,Paid Search,APAC,11805,455,2378.44,2026-04-12 12:00:00,Synthetic paid media platform export
2026-04-12|SMB|Paid Search|North America,2026-04-12,SMB,Paid Search,North America,33380,1427,5197.47,2026-04-13 12:00:00,Synthetic paid media platform export
2026-04-12|SMB|Paid Search|EMEA,2026-04-12,SMB,Paid Search,EMEA,25993,1088,3677.37,2026-04-13 12:00:00,Synthetic paid media platform export
2026-04-12|SMB|Paid Search|APAC,2026-04-12,SMB,Paid Search,APAC,17759,727,2034.36,2026-04-13 12:00:00,Synthetic paid media platform export
2026-04-12|Mid-Market|Paid Search|North America,2026-04-12,Mid-Market,Paid Search,North America,21470,891,4540.91,2026-04-13 12:00:00,Synthetic paid media platform export
2026-04-12|Mid-Market|Paid Search|EMEA,2026-04-12,Mid-Market,Paid Search,EMEA,16913,705,3230.3,2026-04-13 12:00:00,Synthetic paid media platform export
2026-04-12|Mid-Market|Paid Search|APAC,2026-04-12,Mid-Market,Paid Search,APAC,16284,656,2548.13,2026-04-13 12:00:00,Synthetic paid media platform export
2026-04-12|Enterprise|Paid Search|North America,2026-04-12,Enterprise,Paid Search,North America,16147,651,4410.73,2026-04-13 12:00:00,Synthetic paid media platform export
2026-04-12|Enterprise|Paid Search|EMEA,2026-04-12,Enterprise,Paid Search,EMEA,11038,433,2666.75,2026-04-13 12:00:00,Synthetic paid media platform export
2026-04-12|Enterprise|Paid Search|APAC,2026-04-12,Enterprise,Paid Search,APAC,9825,374,1933.29,2026-04-13 12:00:00,Synthetic paid media platform export
2026-04-13|SMB|Paid Search|North America,2026-04-13,SMB,Paid Search,North America,37572,1637,6064.69,2026-04-14 12:00:00,Synthetic paid media platform export
2026-04-13|SMB|Paid Search|EMEA,2026-04-13,SMB,Paid Search,EMEA,26251,1098,3761.21,2026-04-14 12:00:00,Synthetic paid media platform export
2026-04-13|SMB|Paid Search|APAC,2026-04-13,SMB,Paid Search,APAC,30831,1238,3542.24,2026-04-14 12:00:00,Synthetic paid media platform export
2026-04-13|Mid-Market|Paid Search|North America,2026-04-13,Mid-Market,Paid Search,North America,28028,1181,6042.97,2026-04-14 12:00:00,Synthetic paid media platform export
2026-04-13|Mid-Market|Paid Search|EMEA,2026-04-13,Mid-Market,Paid Search,EMEA,24869,1015,4659.86,2026-04-14 12:00:00,Synthetic paid media platform export
2026-04-13|Mid-Market|Paid Search|APAC,2026-04-13,Mid-Market,Paid Search,APAC,21241,852,3271.94,2026-04-14 12:00:00,Synthetic paid media platform export
2026-04-13|Enterprise|Paid Search|North America,2026-04-13,Enterprise,Paid Search,North America,20618,827,5736.93,2026-04-14 12:00:00,Synthetic paid media platform export
2026-04-13|Enterprise|Paid Search|EMEA,2026-04-13,Enterprise,Paid Search,EMEA,15638,618,3885.41,2026-04-14 12:00:00,Synthetic paid media platform export
2026-04-13|Enterprise|Paid Search|APAC,2026-04-13,Enterprise,Paid Search,APAC,13914,531,2710.89,2026-04-14 12:00:00,Synthetic paid media platform export
2026-04-14|SMB|Paid Search|North America,2026-04-14,SMB,Paid Search,North America,43334,1902,7054.46,2026-04-15 12:00:00,Synthetic paid media platform export
2026-04-14|SMB|Paid Search|EMEA,2026-04-14,SMB,Paid Search,EMEA,35105,1510,4975.97,2026-04-15 12:00:00,Synthetic paid media platform export
2026-04-14|SMB|Paid Search|APAC,2026-04-14,SMB,Paid Search,APAC,28669,1153,3189.95,2026-04-15 12:00:00,Synthetic paid media platform export
2026-04-14|Mid-Market|Paid Search|North America,2026-04-14,Mid-Market,Paid Search,North America,32667,1356,6694.08,2026-04-15 12:00:00,Synthetic paid media platform export
2026-04-14|Mid-Market|Paid Search|EMEA,2026-04-14,Mid-Market,Paid Search,EMEA,26431,1075,5023.85,2026-04-15 12:00:00,Synthetic paid media platform export
2026-04-14|Mid-Market|Paid Search|APAC,2026-04-14,Mid-Market,Paid Search,APAC,22763,907,3587.39,2026-04-15 12:00:00,Synthetic paid media platform export
2026-04-14|Enterprise|Paid Search|North America,2026-04-14,Enterprise,Paid Search,North America,24745,1006,6984.32,2026-04-15 12:00:00,Synthetic paid media platform export
2026-04-14|Enterprise|Paid Search|EMEA,2026-04-14,Enterprise,Paid Search,EMEA,15806,613,3773.06,2026-04-15 12:00:00,Synthetic paid media platform export
2026-04-14|Enterprise|Paid Search|APAC,2026-04-14,Enterprise,Paid Search,APAC,13845,532,2787.22,2026-04-15 12:00:00,Synthetic paid media platform export
2026-04-15|SMB|Paid Search|North America,2026-04-15,SMB,Paid Search,North America,41865,1818,6744.53,2026-04-16 12:00:00,Synthetic paid media platform export
2026-04-15|SMB|Paid Search|EMEA,2026-04-15,SMB,Paid Search,EMEA,28754,1210,4141.35,2026-04-16 12:00:00,Synthetic paid media platform export
2026-04-15|SMB|Paid Search|APAC,2026-04-15,SMB,Paid Search,APAC,28045,1168,3277.24,2026-04-16 12:00:00,Synthetic paid media platform export
2026-04-15|Mid-Market|Paid Search|North America,2026-04-15,Mid-Market,Paid Search,North America,29638,1225,6316.21,2026-04-16 12:00:00,Synthetic paid media platform export
2026-04-15|Mid-Market|Paid Search|EMEA,2026-04-15,Mid-Market,Paid Search,EMEA,24446,1015,4594.51,2026-04-16 12:00:00,Synthetic paid media platform export
2026-04-15|Mid-Market|Paid Search|APAC,2026-04-15,Mid-Market,Paid Search,APAC,19524,791,3084.67,2026-04-16 12:00:00,Synthetic paid media platform export
2026-04-15|Enterprise|Paid Search|North America,2026-04-15,Enterprise,Paid Search,North America,20125,824,5539.4,2026-04-16 12:00:00,Synthetic paid media platform export
2026-04-15|Enterprise|Paid Search|EMEA,2026-04-15,Enterprise,Paid Search,EMEA,15414,614,3795.03,2026-04-16 12:00:00,Synthetic paid media platform export
2026-04-15|Enterprise|Paid Search|APAC,2026-04-15,Enterprise,Paid Search,APAC,13586,523,2656.36,2026-04-16 12:00:00,Synthetic paid media platform export
2026-04-16|SMB|Paid Search|North America,2026-04-16,SMB,Paid Search,North America,39439,1681,6217.99,2026-04-17 12:00:00,Synthetic paid media platform export
2026-04-16|SMB|Paid Search|EMEA,2026-04-16,SMB,Paid Search,EMEA,33400,1428,4793.99,2026-04-17 12:00:00,Synthetic paid media platform export
2026-04-16|SMB|Paid Search|APAC,2026-04-16,SMB,Paid Search,APAC,23703,965,2649.93,2026-04-17 12:00:00,Synthetic paid media platform export
2026-04-16|Mid-Market|Paid Search|North America,2026-04-16,Mid-Market,Paid Search,North America,29270,1229,6110.07,2026-04-17 12:00:00,Synthetic paid media platform export
2026-04-16|Mid-Market|Paid Search|EMEA,2026-04-16,Mid-Market,Paid Search,EMEA,21301,872,4009.32,2026-04-17 12:00:00,Synthetic paid media platform export
2026-04-16|Mid-Market|Paid Search|APAC,2026-04-16,Mid-Market,Paid Search,APAC,21521,865,3417.11,2026-04-17 12:00:00,Synthetic paid media platform export
2026-04-16|Enterprise|Paid Search|North America,2026-04-16,Enterprise,Paid Search,North America,20646,843,5883.37,2026-04-17 12:00:00,Synthetic paid media platform export
2026-04-16|Enterprise|Paid Search|EMEA,2026-04-16,Enterprise,Paid Search,EMEA,19393,754,4575.85,2026-04-17 12:00:00,Synthetic paid media platform export
2026-04-16|Enterprise|Paid Search|APAC,2026-04-16,Enterprise,Paid Search,APAC,13590,515,2642.13,2026-04-17 12:00:00,Synthetic paid media platform export
2026-04-17|SMB|Paid Search|North America,2026-04-17,SMB,Paid Search,North America,37843,1625,5881.98,2026-04-18 12:00:00,Synthetic paid media platform export
2026-04-17|SMB|Paid Search|EMEA,2026-04-17,SMB,Paid Search,EMEA,27846,1181,4035.34,2026-04-18 12:00:00,Synthetic paid media platform export
2026-04-17|SMB|Paid Search|APAC,2026-04-17,SMB,Paid Search,APAC,27807,1121,3091.54,2026-04-18 12:00:00,Synthetic paid media platform export
2026-04-17|Mid-Market|Paid Search|North America,2026-04-17,Mid-Market,Paid Search,North America,32319,1372,6886.11,2026-04-18 12:00:00,Synthetic paid media platform export
2026-04-17|Mid-Market|Paid Search|EMEA,2026-04-17,Mid-Market,Paid Search,EMEA,22150,898,4158.83,2026-04-18 12:00:00,Synthetic paid media platform export
2026-04-17|Mid-Market|Paid Search|APAC,2026-04-17,Mid-Market,Paid Search,APAC,22203,880,3437.18,2026-04-18 12:00:00,Synthetic paid media platform export
2026-04-17|Enterprise|Paid Search|North America,2026-04-17,Enterprise,Paid Search,North America,21889,866,6036.89,2026-04-18 12:00:00,Synthetic paid media platform export
2026-04-17|Enterprise|Paid Search|EMEA,2026-04-17,Enterprise,Paid Search,EMEA,16024,619,3898.42,2026-04-18 12:00:00,Synthetic paid media platform export
2026-04-17|Enterprise|Paid Search|APAC,2026-04-17,Enterprise,Paid Search,APAC,14075,548,2879.96,2026-04-18 12:00:00,Synthetic paid media platform export
2026-04-18|SMB|Paid Search|North America,2026-04-18,SMB,Paid Search,North America,28861,1236,4487.99,2026-04-19 12:00:00,Synthetic paid media platform export
2026-04-18|SMB|Paid Search|EMEA,2026-04-18,SMB,Paid Search,EMEA,23618,979,3330.77,2026-04-19 12:00:00,Synthetic paid media platform export
2026-04-18|SMB|Paid Search|APAC,2026-04-18,SMB,Paid Search,APAC,18492,745,2097.72,2026-04-19 12:00:00,Synthetic paid media platform export
2026-04-18|Mid-Market|Paid Search|North America,2026-04-18,Mid-Market,Paid Search,North America,24955,1038,5296.44,2026-04-19 12:00:00,Synthetic paid media platform export
2026-04-18|Mid-Market|Paid Search|EMEA,2026-04-18,Mid-Market,Paid Search,EMEA,19055,768,3601.82,2026-04-19 12:00:00,Synthetic paid media platform export
2026-04-18|Mid-Market|Paid Search|APAC,2026-04-18,Mid-Market,Paid Search,APAC,16620,657,2592.77,2026-04-19 12:00:00,Synthetic paid media platform export
2026-04-18|Enterprise|Paid Search|North America,2026-04-18,Enterprise,Paid Search,North America,17237,699,4728.77,2026-04-19 12:00:00,Synthetic paid media platform export
2026-04-18|Enterprise|Paid Search|EMEA,2026-04-18,Enterprise,Paid Search,EMEA,13347,534,3284.15,2026-04-19 12:00:00,Synthetic paid media platform export
2026-04-18|Enterprise|Paid Search|APAC,2026-04-18,Enterprise,Paid Search,APAC,11792,459,2398.42,2026-04-19 12:00:00,Synthetic paid media platform export
2026-04-19|SMB|Paid Search|North America,2026-04-19,SMB,Paid Search,North America,32723,1391,5006.18,2026-04-20 12:00:00,Synthetic paid media platform export
2026-04-19|SMB|Paid Search|EMEA,2026-04-19,SMB,Paid Search,EMEA,22586,965,3305.18,2026-04-20 12:00:00,Synthetic paid media platform export
2026-04-19|SMB|Paid Search|APAC,2026-04-19,SMB,Paid Search,APAC,22225,906,2581.03,2026-04-20 12:00:00,Synthetic paid media platform export
2026-04-19|Mid-Market|Paid Search|North America,2026-04-19,Mid-Market,Paid Search,North America,24503,1028,5188.56,2026-04-20 12:00:00,Synthetic paid media platform export
2026-04-19|Mid-Market|Paid Search|EMEA,2026-04-19,Mid-Market,Paid Search,EMEA,18727,755,3484.13,2026-04-20 12:00:00,Synthetic paid media platform export
2026-04-19|Mid-Market|Paid Search|APAC,2026-04-19,Mid-Market,Paid Search,APAC,14455,579,2222.62,2026-04-20 12:00:00,Synthetic paid media platform export
2026-04-19|Enterprise|Paid Search|North America,2026-04-19,Enterprise,Paid Search,North America,17714,714,4804.16,2026-04-20 12:00:00,Synthetic paid media platform export
2026-04-19|Enterprise|Paid Search|EMEA,2026-04-19,Enterprise,Paid Search,EMEA,12050,480,3000.17,2026-04-20 12:00:00,Synthetic paid media platform export
2026-04-19|Enterprise|Paid Search|APAC,2026-04-19,Enterprise,Paid Search,APAC,10283,393,2088.88,2026-04-20 12:00:00,Synthetic paid media platform export
2026-04-20|SMB|Paid Search|North America,2026-04-20,SMB,Paid Search,North America,39004,1711,6180.34,2026-04-21 12:00:00,Synthetic paid media platform export
